"Timestamp","Student ID","Attendance Code"
"2025/08/21 7:17:25 PM MDT","0888543","24817LEC"
"2025/08/21 7:17:26 PM MDT","0574404","24817LEC"
"2025/08/21 7:17:29 PM MDT","0517817","24817LEC"
"2025/08/21 7:17:31 PM MDT","1024952","24817LEC"
"2025/08/21 7:17:33 PM MDT","1070102","24817LEC"
"2025/08/21 7:17:33 PM MDT","0775232","24817LEC"
"2025/08/21 7:17:35 PM MDT","0994114","24817LEC"
"2025/08/21 7:17:36 PM MDT","1065569","24817LEC"
"2025/08/21 7:17:40 PM MDT","0694264","24817LEC"
"2025/08/21 7:17:40 PM MDT","0934915","24817LEC"
"2025/08/21 7:17:41 PM MDT","0790131","24817LEC"
"2025/08/21 7:17:42 PM MDT","0891883","24817LEC"
"2025/08/21 7:17:43 PM MDT","0576373","24817LEC"
"2025/08/21 7:17:45 PM MDT","0792916","24817LEC"
"2025/08/21 7:17:45 PM MDT","1035199","24817LEC"
"2025/08/21 7:17:46 PM MDT","1028207","24817LEC"
"2025/08/21 7:17:47 PM MDT","1047765","24817LEC"
"2025/08/21 7:17:48 PM MDT","1036964","24817LEC"
"2025/08/21 7:17:48 PM MDT","0547169","24817LEC"
"2025/08/21 7:17:49 PM MDT","0985631","24817LEC"
"2025/08/21 7:17:49 PM MDT","0842166","24817LEC"
"2025/08/21 7:17:49 PM MDT","1043694","24817LEC"
"2025/08/21 7:17:50 PM MDT","0997376","24817LEC"
"2025/08/21 7:17:50 PM MDT","0958268","24817LEC"
"2025/08/21 7:17:52 PM MDT","0910945","24817LEC"
"2025/08/21 7:17:53 PM MDT","1038927","24817LEC"
"2025/08/21 7:17:58 PM MDT","0759215","24817LEC"
"2025/08/21 7:17:59 PM MDT","0986455","24817LEC"
"2025/08/21 7:17:59 PM MDT","0977963","24817LEC"
"2025/08/21 7:17:59 PM MDT","0924739","24817LEC"
"2025/08/21 7:18:00 PM MDT","1016534","24817LEC"
"2025/08/21 7:18:00 PM MDT","0345856","24817LEC"
"2025/08/21 7:18:00 PM MDT","0982244","24817LEC"
"2025/08/21 7:18:01 PM MDT","1063699","24817LEC"
"2025/08/21 7:18:01 PM MDT","0928878","24817LEC"
"2025/08/21 7:18:01 PM MDT","1068669","24817LEC"
"2025/08/21 7:18:01 PM MDT","0873290","24817LEC"
"2025/08/21 7:18:02 PM MDT","1022282","24817LEC"
"2025/08/21 7:18:03 PM MDT","1039936","24817LEC"
"2025/08/21 7:18:09 PM MDT","1012960","24817LEC"
"2025/08/21 7:18:09 PM MDT","0964444","24817LEC"
"2025/08/21 7:18:10 PM MDT","0808147","24817LEC"
"2025/08/21 7:18:11 PM MDT","1023372","24817LEC"
"2025/08/21 7:18:12 PM MDT","0291985","24817LEC"
"2025/08/21 7:18:19 PM MDT","0778750","24817LEC"
"2025/08/21 7:18:27 PM MDT","0871988","24817LEC"
"2025/08/21 7:18:32 PM MDT","1014825","24817LEC"
"2025/08/21 7:18:40 PM MDT","0944721","24817LEC"
"2025/08/21 7:18:47 PM MDT","0754151","24817LEC"
"2025/08/21 7:18:59 PM MDT","0895473","24817LEC"
"2025/08/21 7:19:40 PM MDT","1050807","24817LEC"
"2025/08/21 7:19:40 PM MDT","0833771","24817LEC"
"2025/08/21 7:19:49 PM MDT","1038679","24817LEC"
"2025/08/21 7:20:08 PM MDT","0523330","24817LEC"
"2025/08/21 7:20:30 PM MDT","0977589","24817LEC"
"2025/08/21 8:29:53 PM MDT","0958268","95032THU"
"2025/08/21 8:30:26 PM MDT","0977963","95032THU"
"2025/08/21 8:30:37 PM MDT","0958268","95032THU"
"2025/08/21 8:30:43 PM MDT","1038679","95032THU"
"2025/08/21 8:30:47 PM MDT","1050807","95032THU"
"2025/08/21 8:30:51 PM MDT","0928878","95032THU"
"2025/08/21 8:30:51 PM MDT","057440","95032THU"
"2025/08/21 8:30:56 PM MDT","1043694","95032THU"
"2025/08/21 8:30:59 PM MDT","0792916","95032THU"
"2025/08/21 8:31:05 PM MDT","0833771","95032THU"
"2025/08/21 8:31:10 PM MDT","1023372","95032THU"
"2025/08/21 8:31:12 PM MDT","1065569","95032THU"
"2025/08/21 8:31:27 PM MDT","0982244","95032THU"
"2025/08/21 8:31:33 PM MDT","1063699","95032THU"
"2025/08/21 8:34:42 PM MDT","0997376","95032THU"
"2025/08/21 8:34:44 PM MDT","0977589","95032THU"
"2025/08/21 8:36:07 PM MDT","1070102","95032THU"
"2025/08/21 8:36:36 PM MDT","0910945","95032THU"
"2025/08/21 8:39:20 PM MDT","1014825","95032THU"
"2025/08/21 8:42:50 PM MDT","0934915","95032THU"
"2025/08/21 8:43:03 PM MDT","0759215","95032THU"
"2025/08/21 8:43:37 PM MDT","0778750","95032THU"
"2025/08/21 8:45:29 PM MDT","0547169","95032THU"
"2025/08/21 8:49:27 PM MDT","0754151","95032THU"
